0.534134 -0.681923
0.511122 -0.755817
0.432882 -0.732805
0.368192 -0.672718
0.317566 -0.589875
0.308361 -0.511378
0.257735 -0.433649
0.183840 -0.442342
0.119407 -0.525441
0.059320 -0.645104
0.170033 -0.668116
0.188443 -0.737407
0.068525 -0.732805
-0.064945 -0.732805
-0.207875 -0.732805
-0.346203 -0.732805
-0.406034 -0.691383
-0.539760 -0.723600
-0.682690 -0.778829
-0.770391 -0.848121
-0.761186 -0.921759
-0.724111 -1.000000
-0.821018 -0.963181
-0.871644 -0.903350
-0.862439 -0.783431
-0.788801 -0.723600
-0.691895 -0.681923
-0.595244 -0.640501
-0.507543 -0.576068
-0.447712 -0.502173
-0.424700 -0.414728
-0.410892 -0.331629
-0.387625 -0.253388
-0.364613 -0.179494
-0.318589 -0.101253
-0.244694 0.000256
-0.161851 0.083099
-0.055740 0.138583
0.059320 0.170800
0.188443 0.189210
0.266939 0.226029
0.257735 0.332140
0.225262 0.451803
0.206852 0.557914
0.243927 0.613142
0.326771 0.557914
0.419074 0.525697
0.520327 0.590130
0.575812 0.654820
0.621836 0.580926
0.626438 0.484275
0.663257 0.396574
0.649450 0.285860
0.580414 0.272053
0.598824 0.175403
0.612631 0.078497
0.594221 -0.018154
0.534134 -0.092048
0.455894 -0.179494
0.419074 -0.285605
0.405267 -0.373306
0.414472 -0.492969
0.455894 -0.603682
